review_id,star_rating,review_body
R32RK0EBN0IIP8,5,Long distance reception...  Very clear... No static... Very Happy !!! :&#62;)
R2PZZASV0YCD5A,5,Sound is very clear.
R1XIBGCOQZBZYJ,5,"This is my second set of Sennheiser headphones for TV.  I liked the first pair so much (in my bedroom) that I finally bought a pair for my livingroom.  The reason I like them is the clarity of the sound.  If I turn the TV sound up enough so I can hear it (along with the neighbors) I still have trouble understanding the words.  With these, I can hear the words and music crisply so I can enjoy TV much more.  I can also go to the kitchen or bathroom and continue to hear the program instead of pausing it.  It seems to use an analog system so you have to turn it in and wait a few seconds sometimes but I quickly got used to that and I am very pleased.  Once installed, they are no bother, always seem to be charged and last longer than I can watch TV.  They are not cheap but I think they are worth the money because they are a quality solution to hearing problems when watching TV.  This second set I just bought was a refurbished unit that was in every way like new.  Thanks so much."
R3F9P8261J3YPE,1,RF had massive interference. Returned them promptly for a refund.
R11B63FB9PC8BW,5,These earphones are great. I can understand television voices much clearer. The reception is great at long distances. I can even follow programs 150 ft. from the receiver. They are well worth the price. The are priceless if one person is hearing impaired and the other has normal hearing. The person with normal hearing does not need to get blasted out of the room with sound. It is also wonderful for two people in a room when  one wants to read and the other wants to watch TV. Great buy at a great price!!!
RLX2KTIO82WXS,4,Can Get two Going at the Same Time and I only bought the one charging station and supplemental headphones.<br /><br />Four stars because it's hard/impossible to make it static free when tuning it. That's not really a big deal though for what I'm using it for. I noticed my plugged in $20 headphones sounded a tad cleaner.
R1MEQG4QW719AM,1,The headphones have horrible connection and makes LOUD static noise every once in a while and is hard to fix
RHSAYNWIVER2Y,5,My husband uses these In the backyard while he plays with the dog. They go the distance and the quality is great.
R2DXNTK5OCN2HK,2,"The earpiece is flat, and does not fit on the ear comfortably, it needs a rubber circle that provides more cushion on the actual ear.  It flattens my ear and hurts after minutes of wearing it.  It also has quite a bit of static, and sound goes in and out at times.  Would not purchase this again!"
R3CDA24CHA26LW,5,This was a replacement for a set that I dropped.  I am extremely pleased!
R3JZ37D6T84IB6,5,Excellent
R39266HVPXXPTT,5,Works great.
R3M9LKTCX4H8UT,5,"They are just great, much better from then the ones I got from Radio shack."
R1H7Z6OFSY5V05,5,This was and important buy for my hard of hearing dad... The fact these are &#34;RF&#34; makes them the best choice if you have a plasma TV.  This saved our neighbor and our hearing :) * Note easy to instal and take on vacation with you.
R1TQN8J2CFV8L,5,Awesome phones!!  I just bought my second set and I talked my friend into buying it and she likes it too!!
R2Q5H91X2S411K,4,"has good range.  previous experience with this item has me waiting for the downside to appear; corrosion on the charging contacts. eventually the contacts will turn green, and i will have to use a pencil eraser to get them bright again."
R6SV25H5EZOW0,4,works great just a little confusing when contrls areon bakside as when sitting in recliner it will mess with dials when you move.
R28NMUXR5L3G53,5,Works great!
R1SCRD3OOXZ3OM,5,Really good sound and easy set up
R2GNA8MDDFRM43,5,"I wear these when I am on the treadmill, they're great"
R3GSS8ZVFGZ2FP,4,"They could use some help in the comfort area, but are great for their purpose, which is watching TV in bed or on the exercise bike while my wife sleeps. It's worth mentioning they are manually tuned, not locked in digitally."
R1C1ZSPPUQW9QU,4,"With a name like Sennheiser you can't  go wrong in the first place!  I was looking for a basic set of wireless headphones nothing more nothing less wasn't looking for Bluetooth just a basic set of headphones and boy was I surprised!  I couldn't be more pleased ,  after researching many brands many models several different price ranges I settled upon these and I have no regrets.  From unpackaging to use took all of about five minutes the set up instructions were very simple I didn't even have to look at them to know what to do if you have never hooked up a set of wired headphones then there's no difference here.  I stumbled upon this deal on Amazon for 50% off,  I have a total of $70 invested and that included free shipping.  If you're in the market for a good high-quality wireless headset then look no more hit the order button and never look back!<br />The only con I have is the frequency tuner knob. I would prefer it to be a selector switch, but the analog style tuner does allow for fine tune adjustments, besides that everything else is so over the top it doesn't matter one bit! Order yours today!"
R2NP6UJRU3PMJO,5,Works great.  Very happy with this product.
RVNV9AOBP3771,5,"Very pleased ,better than i expected"
RXRPKHCO19X3T,4,"They sound good and have a decent range, at least since the last time I tried wireless headphones.  However, even collapsed to the tightest they go, they are a little wider than my head and don't hold on so well if I look down.  The surface that touches the ear is flat, so these are more on-ear than over-the-ear.  They also look too big when I'm wearing them."
R1E0SRXWLXODLJ,1,These do not work.
R2YQ0JNEY1W2ZD,4,My only complaint is they are a bit touchy to get them seated on the recharging stand.
R2G57K9M482ZXV,3,"The headsets are constructed great, my only issue is dialing in on the channel. I got these for my 91 year old father in law but let my 75 year old father try them. Worked great except the tuner button is to easy to bump and change the channel."
R3B1922OTD0R09,4,work great my second pair
RQ2G7XH0QHGCN,4,Good value - Works well - Fit leaves something to be desired
RKW2DW8QYNMM7,5,"This is our third pair of these in about 10 years.  They are a &#34;marriage&#34; saver.  Easy to install and my husband says comfortable to wear. He needs the sound on the TV  at about level 15, I am good at 9.  What is also nice, he can turn the TV sound down to 1 and the headphones will stay at his level.  We have taken them when we travel also.  We tried several other brands, but these are the BEST."
RJQI0MWGOVS3Y,1,Worked but would last for about 40 minutes and then I would have to charge it again.  Could not really used it.  Bought a Sony wireless headphones and it worked fine.  So I can't recommend it.
R3LQYRGSZR75VL,5,"These are TRUE marriage savers. My husband is a little hard of hearing, and he bought these at my request. Now uses them all the time. Never misses dialogue, and I'm not constantly asking him to turn the volume down. They are an Excellent -with capital E- value. (And how can you put a price on saving your sanity and your marriage, anyway??)"
